gene_symbol	uniprot	tdl	tdl_priority
ABCC6	O95255	Tbio	3
ABCC8	Q09428	Tclin	1
ABCC9	O60706	Tclin	1
ABCD1	P33897	Tbio	3
ABCD2	Q9UBJ2	Tbio	3
ABCD3	P28288	Tbio	3
ABCD4	O14678	Tbio	3
ABCE1	P61221	Tbio	3
ABCF1	Q8NE71	Tbio	3
ABCF2	Q9UG63	Tbio	3
ABCF3	Q9NUQ8	Tdark	4
ABCG1	P45844	Tbio	3
ABCG2	Q9UNQ0	Tchem	2
ABCG4	Q9H172	Tbio	3
ABCG5	Q9H222	Tbio	3
ABCG8	Q9H221	Tbio	3
ABHD1	Q96SE0	Tdark	4
ABHD10	Q9NUJ1	Tbio	3
ABHD11	Q8NFV4	Tbio	3
ABHD12	Q8N2K0	Tchem	2
ABHD12B	Q7Z5M8	Tdark	4
ABHD13	Q7L211	Tdark	4
ABHD14A	Q9BUJ0	Tdark	4
ABHD14B	Q96IU4	Tdark	4
ABHD15	Q6UXT9	Tdark	4
ABHD16A	O95870	Tchem	2
ABHD16B	Q9H3Z7	Tdark	4
ABHD17A	Q96GS6	Tbio	3
ABHD17B	Q5VST6	Tbio	3
ABHD17C	Q6PCB6	Tbio	3
ABHD18	Q0P651	Tdark	4
ABHD2	P08910	Tbio	3
ABHD3	Q8WU67	Tbio	3
ABHD4	Q8TB40	Tdark	4
ABHD5	Q8WTS1	Tbio	3
ABHD6	Q9BV23	Tchem	2
ABHD8	Q96I13	Tdark	4
ABI1	Q8IZP0	Tbio	3
ABI2	Q9NYB9	Tbio	3
ABI3	Q9P2A4	Tbio	3
ABI3BP	Q7Z7G0	Tbio	3
ABITRAM	Q9NX38	Tbio	3
ABL1	P00519	Tclin	1
ABL2	P42684	Tchem	2
ABLIM1	O14639	Tbio	3
ABLIM2	Q6H8Q1	Tdark	4
ABLIM3	O94929	Tdark	4
ABO	P16442	Tbio	3
ABR	Q12979	Tbio	3
ABRA	Q8N0Z2	Tbio	3
ABRACL	Q9P1F3	Tbio	3
ABRAXAS1	Q6UWZ7	Tbio	3
ABRAXAS2	Q15018	Tbio	3
ABT1	Q9ULW3	Tbio	3
ABTB1	Q969K4	Tbio	3
ABTB2	Q8N961	Tdark	4
ACAA1	P09110	Tbio	3
ACAA2	P42765	Tbio	3
ACACA	Q13085	Tchem	2
ACACB	O00763	Tchem	2
ACAD10	Q6JQN1	Tbio	3
ACAD11	Q709F0	Tbio	3
ACAD8	Q9UKU7	Tbio	3
ACAD9	Q9H845	Tbio	3
ACADL	P28330	Tbio	3
ACADM	P11310	Tbio	3
ACADS	P16219	Tbio	3
ACADSB	P45954	Tbio	3
ACADVL	P49748	Tbio	3
ACAN	P16112	Tbio	3
ACAP1	Q15027	Tbio	3
ACAP2	Q15057	Tbio	3
ACAP3	Q96P50	Tdark	4
ACAT1	P24752	Tchem	2
ACAT2	Q9BWD1	Tchem	2
ACBD3	Q9H3P7	Tbio	3
ACBD4	Q8NC06	Tdark	4
ACBD5	Q5T8D3	Tbio	3
ACBD6	Q9BR61	Tbio	3
ACBD7	Q8N6N7	Tdark	4
ACCS	Q96QU6	Tbio	3
ACCSL	Q4AC99	Tdark	4
ACD	Q96AP0	Tbio	3
ACE	P12821	Tclin	1
ACE2	Q9BYF1	Tchem	2
ACER1	Q8TDN7	Tbio	3
ACER2	Q5QJU3	Tchem	2
ACER3	Q9NUN7	Tbio	3
ACHE	P22303	Tclin	1
ACIN1	Q9UKV3	Tbio	3
ACKR1	Q16570	Tbio	3
ACKR2	O00590	Tbio	3
ACKR3	P25106	Tchem	2
ACKR4	Q9NPB9	Tbio	3
ACLY	P53396	Tchem	2
ACMSD	Q8TDX5	Tbio	3
ACO1	P21399	Tbio	3
ACO2	Q99798	Tbio	3
ACOD1	A6NK06	Tbio	3
ACOT1	Q86TX2	Tbio	3
ACOT11	Q8WXI4	Tbio	3
ACOT12	Q8WYK0	Tbio	3
ACOT13	Q9NPJ3	Tbio	3
ACOT2	P49753	Tbio	3
ACOT4	Q8N9L9	Tbio	3
ACOT6	Q3I5F7	Tdark	4
ACOT7	O00154	Tbio	3
ACOT7L	Q6ZUV0	Tdark	4
ACOT8	O14734	Tbio	3
ACOT9	Q9Y305	Tdark	4
ACOX1	Q15067	Tbio	3
ACOX2	Q99424	Tbio	3
ACOX3	O15254	Tbio	3
ACOXL	Q9NUZ1	Tdark	4
ACP1	P24666	Tchem	2
ACP2	P11117	Tbio	3
ACP3	P15309	Tchem	2
ACP4	Q9BZG2	Tbio	3
ACP5	P13686	Tbio	3
ACP6	Q9NPH0	Tbio	3
ACP7	Q6ZNF0	Tdark	4
ACR	P10323	Tchem	2
ACRBP	Q8NEB7	Tbio	3
ACRV1	P26436	Tbio	3
ACSBG1	Q96GR2	Tbio	3
ACSBG2	Q5FVE4	Tdark	4
ACSF2	Q96CM8	Tbio	3
ACSF3	Q4G176	Tbio	3
ACSL1	P33121	Tbio	3
ACSL3	O95573	Tbio	3
ACSL4	O60488	Tbio	3
ACSL5	Q9ULC5	Tbio	3
ACSL6	Q9UKU0	Tbio	3
ACSM1	Q08AH1	Tbio	3
ACSM2A	Q08AH3	Tbio	3
ACSM2B	Q68CK6	Tdark	4
ACSM3	Q53FZ2	Tbio	3
ACSM4	P0C7M7	Tdark	4
ACSM5	Q6NUN0	Tdark	4
ACSM6	Q6P461	Tdark	4
ACSS1	Q9NUB1	Tbio	3
ACSS2	Q9NR19	Tbio	3
ACSS3	Q9H6R3	Tdark	4
ACTA1	P68133	Tbio	3
ACTA2	P62736	Tbio	3
ACTB	P60709	Tbio	3
ACTBL2	Q562R1	Tbio	3
ACTC1	P68032	Tbio	3
ACTG1	P63261	Tbio	3
ACTG2	P63267	Tbio	3
ACTL10	Q5JWF8	Tdark	4
ACTL6A	O96019	Tbio	3
ACTL6B	O94805	Tbio	3
ACTL7A	Q9Y615	Tbio	3
ACTL7B	Q9Y614	Tbio	3
ACTL8	Q9H568	Tbio	3
ACTL9	Q8TC94	Tdark	4
ACTN1	P12814	Tbio	3
ACTN2	P35609	Tbio	3
ACTN3	Q08043	Tbio	3
ACTN4	O43707	Tbio	3
ACTR10	Q9NZ32	Tbio	3
ACTR1A	P61163	Tbio	3
ACTR1B	P42025	Tbio	3
ACTR2	P61160	Tbio	3
ACTR3	P61158	Tbio	3
ACTR3B	Q9P1U1	Tbio	3
ACTR3C	Q9C0K3	Tdark	4
ACTR5	Q9H9F9	Tbio	3
ACTR6	Q9GZN1	Tbio	3
ACTR8	Q9H981	Tbio	3
ACTRT1	Q8TDG2	Tdark	4
ACTRT2	Q8TDY3	Tdark	4
ACTRT3	Q9BYD9	Tdark	4
ACVR1	Q04771	Tchem	2
ACVR1B	P36896	Tchem	2
ACVR1C	Q8NER5	Tbio	3
ACVR2A	P27037	Tchem	2
ACVR2B	Q13705	Tchem	2
ACVRL1	P37023	Tchem	2
ACY1	Q03154	Tbio	3
ACY3	Q96HD9	Tbio	3
ACYP1	P07311	Tdark	4
ACYP2	P14621	Tbio	3
ADA	P00813	Tclin	1
ADA2	Q9NZK5	Tbio	3
ADAD1	Q96M93	Tbio	3
ADAD2	Q8NCV1	Tdark	4
ADAL	Q6DHV7	Tbio	3
ADAM10	O14672	Tchem	2
ADAM11	O75078	Tbio	3
ADAM12	O43184	Tchem	2
ADAM15	Q13444	Tbio	3
ADAM17	P78536	Tchem	2
ADAM18	Q9Y3Q7	Tdark	4
ADAM19	Q9H013	Tbio	3
ADAM2	Q99965	Tbio	3
ADAM20	O43506	Tdark	4
ADAM21	Q9UKJ8	Tdark	4
ADAM22	Q9P0K1	Tbio	3
ADAM23	O75077	Tbio	3
ADAM28	Q9UKQ2	Tbio	3
ADAM29	Q9UKF5	Tbio	3
ADAM30	Q9UKF2	Tdark	4
ADAM32	Q8TC27	Tdark	4
ADAM33	Q9BZ11	Tchem	2
ADAM5	Q6NVV9	Tdark	4
ADAM7	Q9H2U9	Tbio	3
ADAM8	P78325	Tchem	2
ADAM9	Q13443	Tchem	2
ADAMDEC1	O15204	Tbio	3
ADAMTS1	Q9UHI8	Tchem	2
ADAMTS10	Q9H324	Tbio	3
ADAMTS12	P58397	Tbio	3
ADAMTS13	Q76LX8	Tbio	3
ADAMTS14	Q8WXS8	Tbio	3
ADAMTS15	Q8TE58	Tbio	3
ADAMTS16	Q8TE57	Tbio	3
ADAMTS17	Q8TE56	Tbio	3
ADAMTS18	Q8TE60	Tbio	3
ADAMTS19	Q8TE59	Tbio	3
ADAMTS2	O95450	Tbio	3
ADAMTS20	P59510	Tbio	3
ADAMTS3	O15072	Tbio	3
ADAMTS4	O75173	Tchem	2
ADAMTS5	Q9UNA0	Tchem	2
ADAMTS6	Q9UKP5	Tbio	3
ADAMTS7	Q9UKP4	Tbio	3
ADAMTS8	Q9UP79	Tbio	3
ADAMTS9	Q9P2N4	Tbio	3
ADAMTSL1	Q8N6G6	Tbio	3
ADAMTSL2	Q86TH1	Tbio	3
ADAMTSL3	P82987	Tbio	3
ADAMTSL4	Q6UY14	Tbio	3
ADAMTSL4-AS1	Q5T5F5	Tdark	4
ADAMTSL5	Q6ZMM2	Tbio	3
ADAP1	O75689	Tbio	3
ADAP2	Q9NPF8	Tbio	3
ADAR	P55265	Tbio	3
ADARB1	P78563	Tbio	3
ADARB2	Q9NS39	Tbio	3
ADARB2-AS1	A8MUL3	Tdark	4
ADAT1	Q9BUB4	Tbio	3
ADAT2	Q7Z6V5	Tbio	3
ADAT3	Q96EY9	Tdark	4
ADCK1	Q86TW2	Tdark	4
ADCK2	Q7Z695	Tbio	3
ADCK5	Q3MIX3	Tdark	4
ADCY1	Q08828	Tchem	2
ADCY10	Q96PN6	Tchem	2
ADCY2	Q08462	Tbio	3
ADCY3	O60266	Tbio	3
ADCY4	Q8NFM4	Tbio	3
ADCY5	O95622	Tchem	2
ADCY6	O43306	Tchem	2
ADCY7	P51828	Tbio	3
ADCY8	P40145	Tbio	3
ADCY9	O60503	Tbio	3
ADCYAP1	P18509	Tbio	3
ADCYAP1R1	P41586	Tchem	2
ADD1	P35611	Tbio	3
ADD2	P35612	Tbio	3
ADD3	Q9UEY8	Tbio	3
ADGB	Q8N7X0	Tdark	4
ADGRA1	Q86SQ6	Tdark	4
ADGRA2	Q96PE1	Tbio	3
ADGRA3	Q8IWK6	Tbio	3
ADGRB1	O14514	Tbio	3
ADGRB2	O60241	Tbio	3
ADGRB3	O60242	Tbio	3
ADGRD1	Q6QNK2	Tbio	3
ADGRD2	Q7Z7M1	Tdark	4
ADGRE1	Q14246	Tbio	3
ADGRE2	Q9UHX3	Tbio	3
ADGRE3	Q9BY15	Tbio	3
ADGRE4P	Q86SQ3	Tdark	4
ADGRE5	P48960	Tbio	3
ADGRF1	Q5T601	Tbio	3
ADGRF2	Q8IZF7	Tdark	4
ADGRF3	Q8IZF5	Tdark	4
ADGRF4	Q8IZF3	Tdark	4
ADGRF5	Q8IZF2	Tbio	3
ADGRG1	Q9Y653	Tbio	3
ADGRG2	Q8IZP9	Tbio	3
ADGRG3	Q86Y34	Tchem	2
ADGRG4	Q8IZF6	Tdark	4
ADGRG5	Q8IZF4	Tdark	4
ADGRG6	Q86SQ4	Tbio	3
ADGRG7	Q96K78	Tdark	4
ADGRL1	O94910	Tbio	3
ADGRL2	O95490	Tbio	3
ADGRL3	Q9HAR2	Tbio	3
ADGRL4	Q9HBW9	Tbio	3
ADGRV1	Q8WXG9	Tbio	3
ADH1A	P07327	Tclin	1
ADH1B	P00325	Tclin	1
ADH1C	P00326	Tclin	1
ADH4	P08319	Tbio	3
ADH5	P11766	Tchem	2
ADH6	P28332	Tbio	3
ADH7	P40394	Tchem	2
ADHFE1	Q8IWW8	Tbio	3
ADI1	Q9BV57	Tbio	3
ADIG	Q0VDE8	Tdark	4
ADIPOQ	Q15848	Tbio	3
ADIPOR1	Q96A54	Tbio	3
ADIPOR2	Q86V24	Tbio	3
ADIRF	Q15847	Tbio	3
ADK	P55263	Tchem	2
ADM	P35318	Tbio	3
ADM2	Q7Z4H4	Tbio	3
ADM5	C9JUS6	Tdark	4
ADNP	Q9H2P0	Tbio	3
ADNP2	Q6IQ32	Tdark	4
ADO	Q96SZ5	Tbio	3
ADORA1	P30542	Tclin	1
ADORA2A	P29274	Tclin	1
ADORA2A-AS1	P86434	Tdark	4
ADORA2B	P29275	Tclin	1
ADORA3	P0DMS8	Tchem	2
ADPGK	Q9BRR6	Tbio	3
ADPRH	P54922	Tbio	3
ADPRHL1	Q8NDY3	Tdark	4
ADPRM	Q3LIE5	Tdark	4
ADPRS	Q9NX46	Tbio	3
ADRA1A	P35348	Tclin	1
ADRA1B	P35368	Tclin	1
ADRA1D	P25100	Tclin	1
ADRA2A	P08913	Tclin	1
ADRA2B	P18089	Tclin	1
ADRA2C	P18825	Tclin	1
ADRB1	P08588	Tclin	1
ADRB2	P07550	Tclin	1
ADRB3	P13945	Tclin	1
ADRM1	Q16186	Tbio	3
ADSL	P30566	Tbio	3
ADSS1	Q8N142	Tbio	3
ADSS2	P30520	Tchem	2
ADTRP	Q96IZ2	Tbio	3
AEBP1	Q8IUX7	Tbio	3
AEBP2	Q6ZN18	Tbio	3
AEN	Q8WTP8	Tbio	3
AFAP1	Q8N556	Tbio	3
AFAP1L1	Q8TED9	Tbio	3
AFAP1L2	Q8N4X5	Tbio	3
AFDN	P55196	Tbio	3
AFDN-DT	Q9Y6Z5	Tdark	4
AFF1	P51825	Tbio	3
AFF2	P51816	Tbio	3
AFF3	P51826	Tbio	3
AFF4	Q9UHB7	Tbio	3
AFG1L	Q8WV93	Tbio	3
AFG3L2	Q9Y4W6	Tbio	3
AFM	P43652	Tbio	3
AFMID	Q63HM1	Tbio	3
AFP	P02771	Tbio	3
AFTPH	Q6ULP2	Tbio	3
AGA	P20933	Tbio	3
AGAP1	Q9UPQ3	Tbio	3
AGAP11	Q8TF27	Tdark	4
AGAP2	Q99490	Tbio	3
AGAP3	Q96P47	Tdark	4
AGAP4	Q96P64	Tdark	4
AGAP5	A6NIR3	Tdark	4
AGAP6	Q5VW22	Tdark	4
AGAP7P	Q5VUJ5	Tdark	4
AGAP9	Q5VTM2	Tdark	4
AGBL1	Q96MI9	Tdark	4
AGBL2	Q5U5Z8	Tchem	2
AGBL3	Q8NEM8	Tbio	3
AGBL4	Q5VU57	Tbio	3
AGBL5	Q8NDL9	Tbio	3
AGER	Q15109	Tchem	2
AGFG1	P52594	Tbio	3
AGFG2	O95081	Tbio	3
AGGF1	Q8N302	Tbio	3
AGK	Q53H12	Tbio	3
AGL	P35573	Tbio	3
AGMAT	Q9BSE5	Tbio	3
AGMO	Q6ZNB7	Tbio	3
AGO1	Q9UL18	Tbio	3
AGO2	Q9UKV8	Tbio	3
AGO3	Q9H9G7	Tbio	3
AGO4	Q9HCK5	Tbio	3
AGPAT1	Q99943	Tbio	3
AGPAT2	O15120	Tchem	2
AGPAT3	Q9NRZ7	Tbio	3
AGPAT4	Q9NRZ5	Tbio	3
AGPAT4-IT1	Q9H0P7	Tdark	4
AGPAT5	Q9NUQ2	Tbio	3
AGPS	O00116	Tbio	3
AGR2	O95994	Tbio	3
AGR3	Q8TD06	Tbio	3
AGRN	O00468	Tbio	3
AGRP	O00253	Tbio	3
AGT	P01019	Tbio	3
AGTPBP1	Q9UPW5	Tbio	3
AGTR1	P30556	Tclin	1
AGTR2	P50052	Tchem	2
AGTRAP	Q6RW13	Tbio	3
AGXT	P21549	Tbio	3
AGXT2	Q9BYV1	Tbio	3
AHCTF1	Q8WYP5	Tbio	3
AHCY	P23526	Tchem	2
AHCYL1	O43865	Tchem	2
AHCYL2	Q96HN2	Tbio	3
AHDC1	Q5TGY3	Tdark	4
AHI1	Q8N157	Tbio	3
AHNAK	Q09666	Tbio	3
AHNAK2	Q8IVF2	Tbio	3
AHR	P35869	Tchem	2
AHRR	A9YTQ3	Tbio	3
AHSA1	O95433	Tbio	3
AHSA2P	Q719I0	Tdark	4
AHSG	P02765	Tbio	3
AHSP	Q9NZD4	Tbio	3
AICDA	Q9GZX7	Tbio	3
AIDA	Q96BJ3	Tbio	3
AIF1	P55008	Tbio	3
AIF1L	Q9BQI0	Tbio	3
AIFM1	O95831	Tbio	3
AIFM2	Q9BRQ8	Tbio	3
AIFM3	Q96NN9	Tbio	3
AIG1	Q9NVV5	Tbio	3
AIM2	O14862	Tbio	3
AIMP1	Q12904	Tbio	3
AIMP2	Q13155	Tbio	3
AIP	O00170	Tbio	3
AIPL1	Q9NZN9	Tbio	3
AIRE	O43918	Tbio	3
AJAP1	Q9UKB5	Tbio	3
AJM1	C9J069	Tdark	4
AJUBA	Q96IF1	Tbio	3
AK1	P00568	Tbio	3
AK2	P54819	Tbio	3
AK3	Q9UIJ7	Tbio	3
AK4	P27144	Tbio	3
AK5	Q9Y6K8	Tbio	3
AK6	Q9Y3D8	Tbio	3
AK7	Q96M32	Tbio	3
AK8	Q96MA6	Tbio	3
AK9	Q5TCS8	Tbio	3
AKAIN1	P0CW23	Tdark	4
AKAP1	Q92667	Tbio	3
AKAP10	O43572	Tbio	3
AKAP11	Q9UKA4	Tbio	3
AKAP12	Q02952	Tbio	3
AKAP13	Q12802	Tbio	3
AKAP14	Q86UN6	Tbio	3
AKAP17A	Q02040	Tbio	3
AKAP2	Q9Y2D5	Tbio	3
AKAP3	O75969	Tbio	3
AKAP4	Q5JQC9	Tbio	3
AKAP5	P24588	Tbio	3
AKAP6	Q13023	Tbio	3
AKAP7	O43687	Tbio	3
AKAP8	O43823	Tbio	3
AKAP8L	Q9ULX6	Tbio	3
AKAP9	Q99996	Tbio	3
AKIP1	Q9NQ31	Tbio	3
AKIRIN1	Q9H9L7	Tbio	3
AKIRIN2	Q53H80	Tbio	3
AKNA	Q7Z591	Tbio	3
AKNAD1	Q5T1N1	Tdark	4
AKR1A1	P14550	Tchem	2
AKR1B1	P15121	Tclin	1
AKR1B10	O60218	Tchem	2
AKR1B15	C9JRZ8	Tbio	3
AKR1C1	Q04828	Tchem	2
AKR1C2	P52895	Tchem	2
AKR1C3	P42330	Tchem	2
AKR1C4	P17516	Tchem	2
AKR1C8P	Q5T2L2	Tdark	4
AKR1D1	P51857	Tbio	3
AKR1E2	Q96JD6	Tbio	3
AKR7A2	O43488	Tbio	3
AKR7A3	O95154	Tbio	3
AKR7L	Q8NHP1	Tdark	4
AKT1	P31749	Tchem	2
AKT1S1	Q96B36	Tchem	2
AKT2	P31751	Tchem	2
AKT3	Q9Y243	Tchem	2
AKTIP	Q9H8T0	Tbio	3
ALAD	P13716	Tbio	3
ALAS1	P13196	Tclin	1
ALAS2	P22557	Tbio	3
ALB	P02768	Tchem	2
ALCAM	Q13740	Tbio	3
ALDH16A1	Q8IZ83	Tdark	4
ALDH18A1	P54886	Tbio	3
ALDH1A1	P00352	Tchem	2
ALDH1A2	O94788	Tbio	3
ALDH1A3	P47895	Tbio	3
ALDH1B1	P30837	Tbio	3
ALDH1L1	O75891	Tbio	3
ALDH1L2	Q3SY69	Tbio	3
ALDH2	P05091	Tclin	1
ALDH3A1	P30838	Tchem	2
ALDH3A2	P51648	Tbio	3
ALDH3B1	P43353	Tbio	3
ALDH3B2	P48448	Tbio	3
ALDH4A1	P30038	Tbio	3
ALDH5A1	P51649	Tclin	1
ALDH6A1	Q02252	Tbio	3
ALDH7A1	P49419	Tbio	3
ALDH8A1	Q9H2A2	Tbio	3
ALDH9A1	P49189	Tbio	3
ALDOA	P04075	Tbio	3
ALDOB	P05062	Tbio	3
ALDOC	P09972	Tbio	3
ALG1	Q9BT22	Tbio	3
ALG10	Q5BKT4	Tbio	3
ALG10B	Q5I7T1	Tbio	3
ALG11	Q2TAA5	Tbio	3
ALG12	Q9BV10	Tbio	3
ALG13	Q9NP73	Tbio	3
ALG14	Q96F25	Tbio	3
ALG1L	Q6GMV1	Tdark	4
ALG1L2	C9J202	Tdark	4
ALG2	Q9H553	Tbio	3
ALG3	Q92685	Tbio	3
ALG5	Q9Y673	Tbio	3
ALG6	Q9Y672	Tbio	3
ALG8	Q9BVK2	Tbio	3
ALG9	Q9H6U8	Tbio	3
ALK	Q9UM73	Tclin	1
ALKAL1	Q6UXT8	Tbio	3
ALKAL2	Q6UX46	Tbio	3
ALKBH1	Q13686	Tbio	3
ALKBH2	Q6NS38	Tbio	3
ALKBH3	Q96Q83	Tchem	2
ALKBH4	Q9NXW9	Tdark	4
ALKBH5	Q6P6C2	Tbio	3
ALKBH6	Q3KRA9	Tdark	4
ALKBH7	Q9BT30	Tbio	3
ALKBH8	Q96BT7	Tbio	3
ALLC	Q8N6M5	Tdark	4
ALMS1	Q8TCU4	Tbio	3
ALOX12	P18054	Tchem	2
ALOX12B	O75342	Tbio	3
ALOX15	P16050	Tchem	2
ALOX15B	O15296	Tchem	2
ALOX5	P09917	Tclin	1
ALOX5AP	P20292	Tchem	2
ALOXE3	Q9BYJ1	Tbio	3
ALPG	P10696	Tchem	2
ALPI	P09923	Tbio	3
ALPK1	Q96QP1	Tbio	3
ALPK2	Q86TB3	Tbio	3
ALPK3	Q96L96	Tdark	4
ALPL	P05186	Tchem	2
ALPP	P05187	Tbio	3
ALS2	Q96Q42	Tbio	3
ALS2CL	Q60I27	Tbio	3
ALX1	Q15699	Tbio	3
ALX3	O95076	Tbio	3
ALX4	Q9H161	Tbio	3
ALYREF	Q86V81	Tbio	3
AMACR	Q9UHK6	Tbio	3
AMBN	Q9NP70	Tbio	3
AMBP	P02760	Tbio	3
AMBRA1	Q9C0C7	Tbio	3
AMD1	P17707	Tchem	2
AMDHD1	Q96NU7	Tdark	4
AMDHD2	Q9Y303	Tchem	2
AMELX	Q99217	Tbio	3
AMELY	Q99218	Tbio	3
AMER1	Q5JTC6	Tbio	3
AMER2	Q8N7J2	Tbio	3
AMER3	Q8N944	Tdark	4
AMFR	Q9UKV5	Tbio	3
AMH	P03971	Tbio	3
AMHR2	Q16671	Tbio	3
AMIGO1	Q86WK6	Tbio	3
AMIGO2	Q86SJ2	Tbio	3
AMIGO3	Q86WK7	Tdark	4
AMMECR1	Q9Y4X0	Tbio	3
AMMECR1L	Q6DCA0	Tdark	4
AMN	Q9BXJ7	Tbio	3
AMN1	Q8IY45	Tbio	3
AMOT	Q4VCS5	Tbio	3
AMOTL1	Q8IY63	Tbio	3
AMOTL2	Q9Y2J4	Tbio	3
AMPD1	P23109	Tchem	2
AMPD2	Q01433	Tchem	2
AMPD3	Q01432	Tchem	2
AMPH	P49418	Tbio	3
AMT	P48728	Tbio	3
AMTN	Q6UX39	Tbio	3
AMY2A	P04746	Tclin	1
AMY2B	P19961	Tbio	3
AMZ1	Q400G9	Tdark	4
AMZ2	Q86W34	Tdark	4
ANAPC1	Q9H1A4	Tbio	3
ANAPC10	Q9UM13	Tbio	3
ANAPC11	Q9NYG5	Tbio	3
ANAPC13	Q9BS18	Tbio	3
ANAPC15	P60006	Tdark	4
ANAPC16	Q96DE5	Tdark	4
ANAPC2	Q9UJX6	Tbio	3
ANAPC4	Q9UJX5	Tbio	3
ANAPC5	Q9UJX4	Tbio	3
ANAPC7	Q9UJX3	Tbio	3
ANG	P03950	Tbio	3
ANGEL1	Q9UNK9	Tbio	3
ANGEL2	Q5VTE6	Tbio	3
ANGPT1	Q15389	Tbio	3
ANGPT2	O15123	Tbio	3
ANGPT4	Q9Y264	Tbio	3
ANGPTL1	O95841	Tbio	3
ANGPTL2	Q9UKU9	Tbio	3
ANGPTL3	Q9Y5C1	Tbio	3
ANGPTL4	Q9BY76	Tbio	3
ANGPTL5	Q86XS5	Tbio	3
ANGPTL6	Q8NI99	Tbio	3
ANGPTL7	O43827	Tbio	3
ANGPTL8	Q6UXH0	Tbio	3
ANHX	E9PGG2	Tdark	4
ANK1	P16157	Tbio	3
ANK2	Q01484	Tbio	3
ANK3	Q12955	Tbio	3
ANKAR	Q7Z5J8	Tdark	4
ANKDD1A	Q495B1	Tdark	4
ANKDD1B	A6NHY2	Tdark	4
ANKEF1	Q9NU02	Tdark	4
ANKFN1	Q8N957	Tdark	4
ANKFY1	Q9P2R3	Tbio	3
ANKH	Q9HCJ1	Tbio	3
ANKHD1	Q8IWZ3	Tbio	3
ANKIB1	Q9P2G1	Tdark	4
ANKK1	Q8NFD2	Tchem	2
ANKLE1	Q8NAG6	Tbio	3
ANKLE2	Q86XL3	Tbio	3
ANKMY1	Q9P2S6	Tbio	3
ANKMY2	Q8IV38	Tdark	4
ANKRA2	Q9H9E1	Tbio	3
ANKRD1	Q15327	Tbio	3
ANKRD10	Q9NXR5	Tdark	4
ANKRD11	Q6UB99	Tbio	3
ANKRD12	Q6UB98	Tdark	4
ANKRD13A	Q8IZ07	Tbio	3
ANKRD13B	Q86YJ7	Tdark	4
ANKRD13C	Q8N6S4	Tbio	3
ANKRD13D	Q6ZTN6	Tdark	4
ANKRD16	Q6P6B7	Tdark	4
ANKRD17	O75179	Tbio	3
ANKRD18A	Q8IVF6	Tdark	4
ANKRD18B	A2A2Z9	Tdark	4
ANKRD19P	Q9H560	Tdark	4
ANKRD2	Q9GZV1	Tbio	3
ANKRD20A1	Q5TYW2	Tdark	4
ANKRD20A12P	Q8NF67	Tdark	4
ANKRD20A2P	Q5SQ80	Tdark	4
ANKRD20A3P	Q5VUR7	Tdark	4
ANKRD20A4P	Q4UJ75	Tdark	4
ANKRD20A5P	A0PJZ0	Tdark	4
ANKRD20A8P	Q5CZ79	Tdark	4
ANKRD22	Q5VYY1	Tdark	4
ANKRD23	Q86SG2	Tbio	3
ANKRD24	Q8TF21	Tdark	4
ANKRD26	Q9UPS8	Tbio	3
ANKRD26P1	Q6NSI1	Tdark	4
ANKRD27	Q96NW4	Tbio	3
ANKRD28	O15084	Tbio	3
ANKRD29	Q8N6D5	Tdark	4
ANKRD30A	Q9BXX3	Tbio	3
ANKRD30B	Q9BXX2	Tdark	4
ANKRD30BL	A7E2S9	Tdark	4
ANKRD31	Q8N7Z5	Tdark	4
ANKRD33	Q7Z3H0	Tdark	4
ANKRD33B	A6NCL7	Tdark	4
ANKRD34A	Q69YU3	Tdark	4
ANKRD34B	A5PLL1	Tbio	3
ANKRD34C	P0C6C1	Tdark	4
ANKRD35	Q8N283	Tdark	4
ANKRD36	A6QL64	Tdark	4
ANKRD36B	Q8N2N9	Tdark	4
ANKRD36BP1	Q96IX9	Tdark	4
ANKRD36C	Q5JPF3	Tdark	4
ANKRD37	Q7Z713	Tdark	4
ANKRD39	Q53RE8	Tdark	4
ANKRD40	Q6AI12	Tdark	4
ANKRD40CL	Q53H64	Tdark	4
ANKRD42	Q8N9B4	Tbio	3
ANKRD44	Q8N8A2	Tdark	4
ANKRD45	Q5TZF3	Tdark	4
ANKRD46	Q86W74	Tbio	3
ANKRD49	Q8WVL7	Tbio	3
ANKRD50	Q9ULJ7	Tdark	4
ANKRD52	Q8NB46	Tdark	4
ANKRD53	Q8N9V6	Tbio	3
ANKRD54	Q6NXT1	Tbio	3
ANKRD55	Q3KP44	Tbio	3
ANKRD6	Q9Y2G4	Tbio	3
ANKRD60	Q9BZ19	Tdark	4
ANKRD61	A6NGH8	Tdark	4
ANKRD62	A6NC57	Tdark	4
ANKRD63	C9JTQ0	Tdark	4
ANKRD65	E5RJM6	Tdark	4
ANKRD66	B4E2M5	Tdark	4
ANKRD7	Q92527	Tdark	4
ANKRD9	Q96BM1	Tdark	4
ANKS1A	Q92625	Tbio	3
ANKS1B	Q7Z6G8	Tbio	3
ANKS3	Q6ZW76	Tbio	3
ANKS4B	Q8N8V4	Tbio	3
ANKS6	Q68DC2	Tbio	3
ANKUB1	A6NFN9	Tdark	4
ANKZF1	Q9H8Y5	Tbio	3
ANLN	Q9NQW6	Tbio	3
ANO1	Q5XXA6	Tclin	1
ANO10	Q9NW15	Tbio	3
